region,crop,year,90%tile precipitation,90%tile precipitation (mm/day),90%tile precipitation (mm/day) years,aod,avg,ch4,ch4 (ppbv),ch4 avg (ppbv),ch4 day (ppbv),ch4 night (ppbv),co avg (ppbv),co day (ppbv),co day ppbv,co night (ppbv),co ppbv,co sfc conc (ppbv),co surface concentration (ppbv),co surface mass concentration (ppbv),co_day (ppbv),co_night (ppbv),day o3,net downward shortwave radiation,net dw sw wm-2,net sw land,net sw land wm-2,o3 avg,o3 sfc mass conc.,o3 total column 0.25 deg,o3 total column 1 deg,o3_total column o3 du,ozone 0.25,ozone 1 deg.,ozone sfc mass conc.,pm2.5 ugm-3,shortwave radiation,so2 column amount,so2 column du,so2 conc (ugm-3),so2 sfc ms cnc,so2 ugm-3,surface skin temp,surface skin temp avg,surface skin temp day,surface skin temp night,surface skin temp years,total column o3 du,total column ozone dobson,total o3 column,yield_lag1,yield_lag2,yield_pred
GKP,maize,2021,,26.048987049587367,,0.4916845610452385,,1889.1229964035083,,,1886.2866499122802,1891.9593428947355,,,,,112.22191371754525,137.28910108333343,,,,,,,193.05254034999984,,,,,269.5116682794121,269.2672220750004,,,,,39.44138497666688,147.8138730744272,-0.0477755477205859,,,,9.052403766428597,,29.657023542075155,33.8445358589869,25.4695112251634,,,273.1498255821427,,0.9770660340055358,0.956973293768546,1.147870239124419
GKP,maize,2022,,25.44615684026212,,0.49356286574199215,,1892.638688030701,,,1890.3140073245604,1894.9633687368414,,,,,109.89368455614203,137.49011619047633,,,,,,,192.79181515129847,,,,,270.0569053882357,269.8079995107847,,,,,39.636566798030515,147.24318746866243,-0.05102005991176206,,,,9.203479671331195,,29.680604154471954,33.87393150715512,25.487276801788788,,,273.0847680766232,,1.147870239124419,0.9770660340055358,1.25472741272733
GKP,maize,2023,,24.843326630936645,,0.49544117043874536,,1896.1543796578944,,,1894.3413647368416,1897.9673945789464,,,,,107.56545539473791,137.69113129761917,,,,,,,192.5310899525972,,,,,270.6021424970593,270.34877694656905,,,,,39.83174861939415,146.67250186289766,-0.054264572102938224,,,,9.354555576233793,,29.70418476686876,33.903327155323325,25.505042378414174,,,273.0197105711037,,1.25472741272733,1.147870239124419,1.3285626169198457
GKP,maize,2024,,24.240496421611397,,0.49731947513549857,,1899.670071285087,,,1898.3687221491218,1900.9714204210513,,,,,105.2372262333347,137.89214640476206,,,,,,,192.27036475389582,,,,,271.14737960588286,270.88955438235337,,,,,40.02693044075778,146.10181625713312,-0.05750908429411439,,,,9.50563148113639,,29.72776537926556,33.932722803491544,25.522807955039568,,,272.95465306558424,,1.3285626169198457,1.25472741272733,1.3915874818290837
GKP,maize,2025,,23.63766621228615,,0.4991977798322518,,1903.1857629122796,,,1902.396079561403,1903.9754462631563,,,,,102.90899707193148,138.0931615119049,,,,,,,192.00963955519455,,,,,271.69261671470645,271.4303318181377,,,,,40.22211226212141,145.53113065136836,-0.06075359648529055,,,,9.656707386038988,,29.751345991662358,33.96211845165975,25.540573531664954,,,272.8895955600648,,1.3915874818290837,1.3285626169198457,1.4544488622481317
GKP,maize,2026,,23.034836002960674,,0.501076084529005,,1906.7014545394732,,,1906.4234369736832,1906.9794721052622,,,,,100.58076791052827,138.29417661904773,,,,,,,191.7489143564933,,,,,272.23785382353003,271.97110925392224,,,,,40.41729408348505,144.9604450456036,-0.06399810867646671,,,,9.807783290941586,,29.774926604059157,33.99151409982797,25.558339108290347,,,272.8245380545453,,1.4544488622481317,1.3915874818290837,1.5213425315075852
GKP,maize,2027,,22.432005793635426,,0.5029543892257582,,1910.2171461666658,,,1910.4507943859644,1909.9834979473671,,,,,98.25253874912414,138.49519172619063,,,,,,,191.4881891577919,,,,,272.7830909323536,272.51188668970656,,,,,40.61247590484868,144.38975943983883,-0.06724262086764377,,,,9.958859195844184,,29.798507216455963,34.020909747996186,25.576104684915734,,,272.7594805490258,,1.5213425315075852,1.4544488622481317,1.5936676594109165
GKP,maize,2028,,21.82917558430995,,0.5048326939225114,,1913.7328377938593,,,1914.4781517982447,1912.987523789472,,,,,95.92430958772093,138.69620683333346,,,,,,,191.22746395909064,,,,,273.3283280411772,273.0526641254909,,,,,40.80765772621231,143.8190738340743,-0.07048713305881993,,,,10.109935100746782,,29.822087828852762,34.05030539616439,25.593870261541127,,,272.6944230435063,,1.5936676594109165,1.5213425315075852,1.671862373704823
GKP,maize,2029,,21.226345374984703,,0.5067109986192646,,1917.248529421052,,,1918.5055092105258,1915.991549631577,,,,,93.59608042631771,138.89722194047636,,,,,,,190.96673876038926,,,,,273.8735651500008,273.5934415612752,,,,,41.002839547576,143.24838822830952,-0.07373164524999609,,,,10.26101100564938,,29.84566844124956,34.07970104433261,25.611635838166514,,,272.6293655379868,,1.671862373704823,1.5936676594109165,1.7561004760191894
GKP,maize,2030,,20.623515165659228,,0.5085893033160178,,1920.7642210482445,,,1922.532866622806,1918.995575473683,,,,,91.26785126491359,139.0982370476192,,,,,,,190.706013561688,,,,,274.41880225882437,274.1342189970595,,,,,41.198021368939635,142.67770262254476,-0.07697615744117225,,,,10.412086910551977,,29.869249053646367,34.10909669250083,25.6294014147919,,,272.56430803246735,,1.7561004760191894,1.671862373704823,1.8464497966356865
GKP,rice,2021,,26.048987049587367,2021.0,0.4704854123738125,,1892.7768044736836,,,1893.5942660526307,1891.9593428947355,,,,,112.22191371754525,149.96140900428583,,,,,,,178.60268882618982,,,,,269.5116682794121,269.2672220750004,,,,,42.36770998023826,147.8138730744272,-0.0477755477205859,,,,10.08771493562864,,,32.183945593627435,24.625199542156867,2020.9999999999989,,269.31273187499994,,2.8,2.67,2.8469078636780605
GKP,rice,2022,,25.44615684026212,2022.0000000000002,0.473459986181604,,1895.4228022236834,,,1895.8822357105255,1894.9633687368414,,,,,109.89368455614203,150.2018764540261,,,,,,,178.15326374437166,,,,,270.0569053882357,269.8079995107847,,,,,42.74073589413433,147.24318746866243,-0.05102005991176206,,,,10.289119501322148,,,32.217487339447864,24.64738333343654,2021.9999999999989,,269.29134664935054,,2.8469078636780605,2.8,2.914081835151116
GKP,rice,2023,,24.843326630936645,2023.0000000000002,0.47643455998939643,,1898.0687999736833,,,1898.1702053684203,1897.9673945789464,,,,,107.56545539473791,150.44234390376636,,,,,,,177.7038386625535,,,,,270.6021424970593,270.34877694656905,,,,,43.113761808030404,146.67250186289766,-0.054264572102938224,,,,10.490524067015656,,,32.25102908526831,24.669567124716213,2022.9999999999989,,269.2699614237012,,2.914081835151116,2.8469078636780605,3.0042864472831736
GKP,rice,2024,,24.240496421611397,2024.0000000000002,0.47940913379718886,,1900.7147977236832,,,1900.458175026315,1900.9714204210513,,,,,105.2372262333347,150.68281135350662,,,,,,,177.25441358073533,,,,,271.14737960588286,270.88955438235337,,,,,43.48678772192659,146.10181625713312,-0.05750908429411439,,,,10.691928632709164,,,32.284570831088736,24.69175091599588,2023.999999999999,,269.24857619805186,,3.0042864472831736,2.914081835151116,3.102710908081322
GKP,rice,2025,,23.63766621228615,2025.0000000000002,0.4823837076049813,,1903.360795473683,,,1902.7461446842099,1903.9754462631563,,,,,102.90899707193148,150.9232788032469,,,,,,,176.80498849891706,,,,,271.69261671470645,271.4303318181377,,,,,43.85981363582266,145.53113065136836,-0.06075359648529055,,,,10.893333198402672,,,32.318112576909165,24.713934707275552,2024.999999999999,,269.2271909724025,,3.102710908081322,3.0042864472831736,3.199616506812075
GKP,rice,2026,,23.034836002960674,2026.0000000000002,0.4853582814127737,,1906.006793223683,,,1905.0341143421047,1906.9794721052622,,,,,100.58076791052827,151.16374625298715,,,,,,,176.3555634170989,,,,,272.23785382353003,271.97110925392224,,,,,44.23283954971885,144.9604450456036,-0.06399810867646671,,,,11.09473776409618,,,32.35165432272961,24.736118498555225,2025.999999999999,,269.2058057467532,,3.199616506812075,3.102710908081322,3.2907795747688517
GKP,rice,2027,,22.432005793635426,2027.0000000000002,0.48833285522056613,,1908.6527909736828,,,1907.3220839999994,1909.9834979473671,,,,,98.25253874912414,151.40421370272742,,,,,,,175.90613833528073,,,,,272.7830909323536,272.51188668970656,,,,,44.60586546361492,144.38975943983883,-0.06724262086764377,,,,11.296142329789689,,,32.38519606855004,24.758302289834898,2026.999999999999,,269.1844205211038,,3.2907795747688517,3.199616506812075,3.374311451932431
GKP,rice,2028,,21.82917558430995,2028.0000000000002,0.49130742902835767,,1911.2987887236827,,,1909.6100536578942,1912.987523789472,,,,,95.92430958772093,151.64468115246768,,,,,,,175.45671325346257,,,,,273.3283280411772,273.0526641254909,,,,,44.97889137751099,143.8190738340743,-0.07048713305881993,,,,11.497546895483197,,,32.418737814370466,24.78048608111457,2027.999999999999,,269.16303529545445,,3.374311451932431,3.2907795747688517,3.4491171739108473
GKP,rice,2029,,21.226345374984703,2029.0000000000002,0.4942820028361501,,1913.9447864736835,,,1911.898023315789,1915.991549631577,,,,,93.59608042631771,151.88514860220795,,,,,,,175.0072881716444,,,,,273.8735651500008,273.5934415612752,,,,,45.351917291407176,143.24838822830952,-0.07373164524999609,,,,11.698951461176705,,,32.45227956019091,24.802669872394244,2028.9999999999993,,269.1416500698051,,3.4491171739108473,3.374311451932431,3.514700104439374
GKP,rice,2030,,20.623515165659228,2030.0000000000005,0.4972565766439425,,1916.5907842236834,,,1914.1859929736838,1918.995575473683,,,,,91.26785126491359,152.1256160519482,,,,,,,174.55786308982613,,,,,274.41880225882437,274.1342189970595,,,,,45.72494320530325,142.67770262254476,-0.07697615744117225,,,,11.900356026870213,,,32.48582130601134,24.82485366367391,2029.9999999999993,,269.12026484415577,,3.514700104439374,3.4491171739108473,3.5712994290261055
GKP,wheat,2021,,,,0.7185618604466413,,1455.4316681490843,,,1009.8748749492795,1900.9884613488894,131.62602437631585,,112.22191371754525,151.03013503508765,,,,,,,,,,,,,,269.5116682794121,269.2672220750004,,,,,97.38911553809544,,-0.0477755477205859,,,,,,,,,,,,,3.6959816013736,4.01753719845043,3.5915344796392414
GKP,wheat,2022,,,,0.7273839384714478,,1456.7470596466799,,,1010.0111982574026,1903.4829210359576,130.42920358342144,,109.89368455614203,150.9647226107017,,,,,,,,,,,,,,270.0569053882357,269.8079995107847,,,,,98.17561400595264,,-0.05102005991176206,,,,,,,,,,,,,3.5915344796392414,3.6959816013736,3.7704111941229055
GKP,wheat,2023,,,,0.7362060164962543,,1458.0624511442754,,,1010.1475215655257,1905.9773807230258,129.23238279052657,,107.56545539473791,150.89931018631572,,,,,,,,,,,,,,270.6021424970593,270.34877694656905,,,,,98.96211247380984,,-0.054264572102938224,,,,,,,,,,,,,3.7704111941229055,3.5915344796392414,4.052313557980266
GKP,wheat,2024,,,,0.7450280945210608,,1459.3778426418714,,,1010.2838448736488,1908.471840410094,128.0355619976317,,105.2372262333347,150.83389776192976,,,,,,,,,,,,,,271.14737960588286,270.88955438235337,,,,,99.74861094166704,,-0.05750908429411439,,,,,,,,,,,,,4.052313557980266,3.7704111941229055,4.199485430745577
GKP,wheat,2025,,,,0.7538501725458673,,1460.693234139467,,,1010.4201681817719,1910.9663000971623,126.83874120473729,,102.90899707193148,150.76848533754378,,,,,,,,,,,,,,271.69261671470645,271.4303318181377,,,,,100.53510940952401,,-0.06075359648529055,,,,,,,,,,,,,4.199485430745577,4.052313557980266,4.167721189124548
GKP,wheat,2026,,,,0.7626722505706738,,1462.0086256370626,,,1010.556491489895,1913.4607597842305,125.64192041184242,,100.58076791052827,150.70307291315783,,,,,,,,,,,,,,272.23785382353003,271.97110925392224,,,,,101.32160787738121,,-0.06399810867646671,,,,,,,,,,,,,4.167721189124548,4.199485430745577,4.104098301162047
GKP,wheat,2027,,,,0.7714943285954803,,1463.3240171346586,,,1010.6928147980182,1915.9552194712987,124.44509961894755,,98.25253874912414,150.63766048877187,,,,,,,,,,,,,,272.7830909323536,272.51188668970656,,,,,102.10810634523841,,-0.06724262086764377,,,,,,,,,,,,,4.104098301162047,4.167721189124548,4.126123136596612
GKP,wheat,2028,,,,0.7803164066202868,,1464.6394086322541,,,1010.8291381061413,1918.449679158367,123.24827882605314,,95.92430958772093,150.5722480643859,,,,,,,,,,,,,,273.3283280411772,273.0526641254909,,,,,102.89460481309561,,-0.07048713305881993,,,,,,,,,,,,,4.126123136596612,4.104098301162047,4.21870494845175
GKP,wheat,2029,,,,0.7891384846450933,,1465.9548001298497,,,1010.9654614142644,1920.9441388454352,122.05145803315827,,93.59608042631771,150.50683563999993,,,,,,,,,,,,,,273.8735651500008,273.5934415612752,,,,,103.68110328095281,,-0.07373164524999609,,,,,,,,,,,,,4.21870494845175,4.126123136596612,4.284758715403953
GKP,wheat,2030,,,,0.7979605626698998,,1467.2701916274457,,,1011.1017847223875,1923.4385985325034,120.8546372402634,,91.26785126491359,150.44142321561395,,,,,,,,,,,,,,274.41880225882437,274.1342189970595,,,,,104.46760174881001,,-0.07697615744117225,,,,,,,,,,,,,4.284758715403953,4.21870494845175,4.281807814214353
PYG,maize,2021,,29.94632613001579,,0.49138815793333346,,,,1899.8572042105252,1891.0545705263144,1908.6598378947365,,,,,,129.63160964761903,,,,,,,,,189.66270867738092,,,,,,,,,,,,,9.733661568285811,,,,30.13564754517973,34.79935841584965,25.471936674509806,,273.8344062845238,,,1.83,1.75,1.9925754126415103
PYG,maize,2022,,29.761765294180293,,0.49223415993268405,,,,1902.702078052631,1893.5600527894726,1911.8441033157887,,,,,,129.8026519904762,,,,,,,,,189.8100021134199,,,,,,,,,,,,,9.888138062610494,,,,30.13328928867818,34.78324565026657,25.48333292708979,,273.81618462640694,,,1.9925754126415103,1.83,2.1026412916330566
PYG,maize,2023,,29.577204458344795,,0.49308016193203485,,,,1905.5469518947357,1896.0655350526308,1915.028368736841,,,,,,129.9736943333333,,,,,,,,,189.95729554945882,,,,,,,,,,,,,10.042614556935177,,,,30.130931032176633,34.7671328846835,25.49472917966977,,273.79796296829005,,,2.1026412916330566,1.9925754126415103,2.1746503554563974
PYG,maize,2024,,29.392643622509297,,0.49392616393138544,,,,1908.3918257368414,1898.5710173157881,1918.2126341578942,,,,,,130.14473667619046,,,,,,,,,190.1045889854978,,,,,,,,,,,,,10.19709105125986,,,,30.12857277567508,34.75102011910042,25.506125432249753,,273.7797413101731,,,2.1746503554563974,2.1026412916330566,2.2369707616964147
PYG,maize,2025,,29.2080827866738,,0.49477216593073603,,,,1911.2366995789462,1901.0764995789464,1921.3968995789464,,,,,,130.31577901904762,,,,,,,,,190.25188242153672,,,,,,,,,,,,,10.351567545584544,,,,30.126214519173534,34.73490735351734,25.51752168482973,,273.7615196520562,,,2.2369707616964147,2.1746503554563974,2.3026660868063438
PYG,maize,2026,,29.0235219508383,,0.4956181679300866,,,,1914.0815734210519,1903.5819818421037,1924.5811649999987,,,,,,130.48682136190473,,,,,,,,,190.3991758575757,,,,,,,,,,,,,10.50604403990917,,,,30.123856262671985,34.71879458793426,25.528917937409716,,273.74329799393934,,,2.3026660868063438,2.2369707616964147,2.373319852797065
PYG,maize,2027,,28.83896111500286,,0.4964641699294372,,,,1916.9264472631567,1906.087464105262,1927.7654304210519,,,,,,130.6578637047619,,,,,,,,,190.54646929361462,,,,,,,,,,,,,10.660520534233854,,,,30.121498006170437,34.70268182235119,25.540314189989694,,273.72507633582245,,,2.373319852797065,2.3026660868063438,2.446521867683516
PYG,maize,2028,,28.654400279167362,,0.497310171928788,,,,1919.7713211052624,1908.5929463684192,1930.9496958421041,,,,,,130.82890604761906,,,,,,,,,190.6937627296536,,,,,,,,,,,,,10.814997028558537,,,,30.11913974966889,34.68656905676811,25.55171044256968,,273.70685467770556,,,2.446521867683516,2.373319852797065,2.5197805545380234
PYG,maize,2029,,28.469839443331864,,0.4981561739281386,,,,1922.6161949473671,1911.0984286315775,1934.1339612631564,,,,,,130.99994839047616,,,,,,,,,190.84105616569258,,,,,,,,,,,,,10.96947352288322,,,,30.11678149316734,34.67045629118503,25.563106695149656,,273.6886330195887,,,2.5197805545380234,2.446521867683516,2.5913706104470764
PYG,maize,2030,,28.285278607496366,,0.4990021759274892,,,,1925.4610687894728,1913.6039108947357,1937.3182266842095,,,,,,131.17099073333333,,,,,,,,,190.9883496017315,,,,,,,,,,,,,11.123950017207903,,,,30.114423236665793,34.65434352560195,25.57450294772964,,273.6704113614718,,,2.5913706104470764,2.5197805545380234,2.6600553504082356
PYG,rice,2021,,29.94632613001579,,0.4740577886035724,,,,1899.8572042105252,1891.0545705263144,1908.6598378947365,,,,,,142.31003061642852,,,,,,,,,176.097154095238,,,,,,,,,,,,,11.319426030476336,,,,28.380879690686257,32.73426715130716,24.02749223006537,2021.0,269.72045829404755,,,3.12,3.12,3.167294207507206
PYG,rice,2022,,29.761765294180293,,0.47621720324610495,,,,1902.702078052631,1893.5600527894726,1911.8441033157887,,,,,,142.3498945893506,,,,,,,,,175.92337131277048,,,,,,,,,,,,,11.491762341612684,,,,28.379612890802356,32.72328411913482,24.03594166246991,2022.0000000000002,269.72087877424235,,,3.167294207507206,3.12,3.249853308291405
PYG,rice,2023,,29.577204458344795,,0.4783766178886375,,,,1905.5469518947357,1896.0655350526308,1915.028368736841,,,,,,142.38975856227268,,,,,,,,,175.74958853030296,,,,,,,,,,,,,11.664098652749033,,,,28.378346090918456,32.71230108696247,24.044391094874456,2023.0000000000002,269.72129925443716,,,3.249853308291405,3.167294207507206,3.3398792124912178
PYG,rice,2024,,29.392643622509297,,0.48053603253117005,,,,1908.3918257368414,1898.5710173157881,1918.2126341578942,,,,,,142.42962253519474,,,,,,,,,175.57580574783543,,,,,,,,,,,,,11.836434963885438,,,,28.377079291034555,32.70131805479012,24.052840527278995,2024.0000000000002,269.72171973463196,,,3.3398792124912178,3.249853308291405,3.4246405606969197
PYG,rice,2025,,29.2080827866738,,0.4826954471737026,,,,1911.2366995789462,1901.0764995789464,1921.3968995789464,,,,,,142.46948650811683,,,,,,,,,175.4020229653679,,,,,,,,,,,,,12.008771275021786,,,,28.37581249115065,32.690335022617774,24.061289959683542,2025.0000000000002,269.72214021482677,,,3.4246405606969197,3.3398792124912178,3.501018734813318
PYG,rice,2026,,29.0235219508383,,0.48485486181623516,,,,1914.0815734210519,1903.5819818421037,1924.5811649999987,,,,,,142.5093504810389,,,,,,,,,175.22824018290032,,,,,,,,,,,,,12.181107586158134,,,,28.37454569126675,32.67935199044543,24.06973939208808,2026.0000000000002,269.72256069502157,,,3.501018734813318,3.4246405606969197,3.5689122140070655
PYG,rice,2027,,28.83896111500286,,0.4870142764587677,,,,1916.9264472631567,1906.087464105262,1927.7654304210519,,,,,,142.54921445396099,,,,,,,,,175.0544574004328,,,,,,,,,,,,,12.353443897294483,,,,28.37327889138285,32.66836895827309,24.07818882449262,2027.0000000000002,269.7229811752164,,,3.5689122140070655,3.501018734813318,3.6287835358671137
PYG,rice,2028,,28.654400279167362,,0.48917369110130027,,,,1919.7713211052624,1908.5929463684192,1930.9496958421041,,,,,,142.58907842688305,,,,,,,,,174.88067461796527,,,,,,,,,,,,,12.525780208430888,,,,28.37201209149895,32.657385926100744,24.086638256897167,2028.0000000000002,269.7234016554112,,,3.6287835358671137,3.5689122140070655,3.6812201669802613
PYG,rice,2029,,28.469839443331864,,0.4913331057438328,,,,1922.6161949473671,1911.0984286315775,1934.1339612631564,,,,,,142.6289423998051,,,,,,,,,174.70689183549774,,,,,,,,,,,,,12.698116519567236,,,,28.370745291615044,32.646402893928396,24.095087689301707,2029.0000000000002,269.723822135606,,,3.6812201669802613,3.6287835358671137,3.7269558809990606
PYG,rice,2030,,28.285278607496366,,0.4934925203863654,,,,1925.4610687894728,1913.6039108947357,1937.3182266842095,,,,,,142.6688063727272,,,,,,,,,174.53310905303022,,,,,,,,,,,,,12.870452830703584,,,,28.369478491731144,32.63541986175605,24.103537121706253,2030.0000000000005,269.7242426158008,,,3.7269558809990606,3.6812201669802613,3.766821457713344
PYG,wheat,2021,,29.94632613001579,,0.7569021023285742,,,1866.6379424561385,,,,135.1520471956146,,,154.31593065263155,,,,,115.988163738597,,,153.8364462204761,,,,,,,,,265.4596269433828,265.4596269433828,,87.54253143666665,,,0.08130073056617704,,,,,19.496740014983622,27.311180342483595,11.68229968748362,,,,,2.81500042711922,3.55316675523838,2.4815225777359333
PYG,wheat,2022,,29.761765294180293,,0.7729389982707815,,,1868.465836175437,,,,134.06256449754437,,,154.4202410010526,,,,,113.70488799403574,,,153.31549469463175,,,,,,,,,265.9552972593142,265.9552972593142,,88.12500064400433,,,0.08569079334804108,,,,,19.46988001793511,27.231082075610544,11.708677960259678,,,,,2.4815225777359333,2.81500042711922,2.884226888347513
PYG,wheat,2023,,29.577204458344795,,0.7889758942129959,,,1870.2937298947352,,,,132.97308179947413,,,154.52455134947365,,,,,111.42161224947449,,,152.79454316878764,,,,,,,,,266.4509675752456,266.4509675752456,,88.70746985134201,,,0.09008085612990335,,,,,19.443020020886607,27.150983808737465,11.735056233035735,,,,,2.884226888347513,2.4815225777359333,3.5243755645211086
PYG,wheat,2024,,29.392643622509297,,0.8050127901552031,,,1872.1216236140333,,,,131.8835991014039,,,154.6288616978947,,,,,109.13833650491233,,,152.27359164294353,,,,,,,,,266.94663789117703,266.94663789117703,,89.28993905867969,,,0.0944709189117674,,,,,19.416160023838096,27.070885541864385,11.761434505811792,,,,,3.5243755645211086,2.884226888347513,3.7909513178982994
PYG,wheat,2025,,29.2080827866738,,0.8210496860974104,,,1873.9495173333314,,,,130.79411640333365,,,154.73317204631576,,,,,106.85506076035108,,,151.75264011709942,,,,,,,,,267.44230820710845,267.44230820710845,,89.87240826601737,,,0.09886098169362967,,,,,19.38930002678959,26.990787274991334,11.787812778587849,,,,,3.7909513178982994,3.5243755645211086,3.644898354819518
PYG,wheat,2026,,29.0235219508383,,0.8370865820396176,,,1875.7774110526295,,,,129.7046337052634,,,154.8374823947368,,,,,104.57178501578983,,,151.2316885912553,,,,,,,,,267.9379785230399,267.9379785230399,,90.45487747335505,,,0.10325104447549371,,,,,19.36244002974108,26.910689008118254,11.814191051363899,,,,,3.644898354819518,3.7909513178982994,3.397030168610272
PYG,wheat,2027,,28.83896111500286,,0.8531234779818249,,,1877.6053047719276,,,,128.61515100719362,,,154.94179274315786,,,,,102.28850927122858,,,150.71073706541097,,,,,,,,,268.4336488389713,268.4336488389713,,91.03734668069274,,,0.10764110725735598,,,,,19.335580032692576,26.830590741245175,11.840569324139956,,,,,3.397030168610272,3.644898354819518,3.337529286516504
